File,model,model_raw_answer,parsed_letter,correct_letter,literal_letter,status,humor_style,contextual_knowledge
1h03n16,anthropic/claude-opus-4-6,A,A,A,D,correct,Incongruity,Technical
1b5u72j,anthropic/claude-opus-4-6,C,C,C,D,correct,Exaggeration,meme
1kdp49k,anthropic/claude-opus-4-6,D,D,D,B,correct,Incongruity,Social conventions
1kyy4wf,anthropic/claude-opus-4-6,B,B,B,A,correct,Incongruity,politics
1j5stzi,anthropic/claude-opus-4-6,D,D,D,A,correct,Incongruity,meme
1n8xv5g,anthropic/claude-opus-4-6,A,A,A,D,correct,Surprise,politics
1gmxl68,anthropic/claude-opus-4-6,B,B,B,C,correct,Exaggeration,General knowledge
1iu9i31,anthropic/claude-opus-4-6,C,C,C,A,correct,Dark Humor,meme
1ftdy3c,anthropic/claude-opus-4-6,D,D,D,B,correct,Surprise,Logical
1lt2euq,anthropic/claude-opus-4-6,D,D,D,A,correct,Exaggeration,Pop culture
1gp5i8t,anthropic/claude-opus-4-6,D,D,D,A,correct,Exaggeration,General knowledge
1j6bl5f,anthropic/claude-opus-4-6,D,D,D,A,correct,Comparison,Hobby
1iz5ool,anthropic/claude-opus-4-6,A,A,A,C,correct,Dark Humor,politics
1kfloer,anthropic/claude-opus-4-6,A,A,D,A,literal,Surprise,Logical
1l3sh3k,anthropic/claude-opus-4-6,B,B,B,A,correct,Situational,Pop culture
1kbvz8k,anthropic/claude-opus-4-6,C,C,C,D,correct,Situational,General knowledge
1llqmsk,anthropic/claude-opus-4-6,D,D,C,UNKNOWN,wrong_literal_unknown,Surprise,History/Mythology
1i5ptep,anthropic/claude-opus-4-6,C,C,C,A,correct,Situational,Social conventions
1jwed8c,anthropic/claude-opus-4-6,B,B,B,C,correct,Surprise,meme
1lavhpu,anthropic/claude-opus-4-6,D,D,D,A,correct,Exaggeration,History/Mythology
1mh20fz,anthropic/claude-opus-4-6,A,A,C,A,literal,Surprise,Hobby
1iu9a7u,anthropic/claude-opus-4-6,C,C,C,D,correct,Situational,Hobby
1c7z583,anthropic/claude-opus-4-6,D,D,D,B,correct,Dark Humor,Technical
1j8se9s,anthropic/claude-opus-4-6,A,A,A,B,correct,Exaggeration,General knowledge
1l45vl2,anthropic/claude-opus-4-6,A,A,A,B,correct,Situational,Logical
1j7llre,anthropic/claude-opus-4-6,D,D,D,C,correct,Comparison,Logical
1kgwdyt,anthropic/claude-opus-4-6,C,C,C,D,correct,Situational,Logical
1k0nmen,anthropic/claude-opus-4-6,B,B,B,D,correct,Comparison,meme
1kyo5pv,anthropic/claude-opus-4-6,A,A,A,D,correct,Comparison,Hobby
1krtkl7,anthropic/claude-opus-4-6,D,D,D,A,correct,Situational,Social conventions
1fhormb,anthropic/claude-opus-4-6,D,D,A,D,literal,Surprise,Hobby
1iw106j,anthropic/claude-opus-4-6,C,C,C,UNKNOWN,correct,Comparison,Pop culture
1ikp7ob,anthropic/claude-opus-4-6,B,B,B,C,correct,Sarcasm/Irony,Social conventions
1iizrp4,anthropic/claude-opus-4-6,C,C,C,B,correct,Wordplay,politics
1jgbtbp,anthropic/claude-opus-4-6,A,A,A,B,correct,Incongruity,History/Mythology
1kse8n2,anthropic/claude-opus-4-6,C,C,C,D,correct,Comparison,Pop culture
1dgwejg,anthropic/claude-opus-4-6,B,B,B,D,correct,Comparison,Social conventions
1hhkhlc,anthropic/claude-opus-4-6,D,D,D,C,correct,Comparison,General knowledge
1l5ixzd,anthropic/claude-opus-4-6,B,B,B,C,correct,Situational,Logical
1jmzzco,anthropic/claude-opus-4-6,A,A,A,C,correct,Sarcasm/Irony,meme
1jx5y8q,anthropic/claude-opus-4-6,D,D,D,B,correct,Situational,Logical
1jeeg3m,anthropic/claude-opus-4-6,C,C,C,A,correct,Surprise,Pop culture
1mngo9t,anthropic/claude-opus-4-6,A,A,C,A,literal,Situational,Pop culture
1knbdga,anthropic/claude-opus-4-6,C,C,C,A,correct,Surprise,Technical
1grd05j,anthropic/claude-opus-4-6,B,B,B,D,correct,Comparison,Social conventions
1fy9pjo,anthropic/claude-opus-4-6,A,A,A,C,correct,Dark Humor,General knowledge
1jfnlgd,anthropic/claude-opus-4-6,D,D,A,D,literal,Dark Humor,Social conventions
1kafv5j,anthropic/claude-opus-4-6,A,A,A,D,correct,Dark Humor,Pop culture
1d7x2rg,anthropic/claude-opus-4-6,C,C,C,A,correct,Situational,Logical
1jp8wst,anthropic/claude-opus-4-6,D,D,D,B,correct,Dark Humor,History/Mythology
1kw2p1y,anthropic/claude-opus-4-6,C,C,C,D,correct,Surprise,Logical
1k27mne,anthropic/claude-opus-4-6,A,A,A,B,correct,Dark Humor,Hobby
1duiywi,anthropic/claude-opus-4-6,C,C,C,A,correct,Incongruity,Technical
1jzk0f2,anthropic/claude-opus-4-6,A,A,D,B,other_distractor,Situational,Pop culture
1l6ov5y,anthropic/claude-opus-4-6,C,C,C,A,correct,Situational,Hobby
1d5bxcu,anthropic/claude-opus-4-6,B,B,B,C,correct,Dark Humor,meme
1fvg71d,anthropic/claude-opus-4-6,B,B,B,A,correct,Comparison,History/Mythology
1j25t67,anthropic/claude-opus-4-6,B,B,B,D,correct,Wordplay,meme
1jipmfo,anthropic/claude-opus-4-6,B,B,D,A,other_distractor,Surprise,Hobby
1fl51f0,anthropic/claude-opus-4-6,B,B,B,D,correct,Surprise,Social conventions
1kxmxbf,anthropic/claude-opus-4-6,C,C,C,D,correct,Exaggeration,History/Mythology
1kpsba8,anthropic/claude-opus-4-6,A,A,A,C,correct,Situational,Social conventions
1klgmos,anthropic/claude-opus-4-6,D,D,D,C,correct,Exaggeration,General knowledge
1jk2lgw,anthropic/claude-opus-4-6,C,C,C,D,correct,Sarcasm/Irony,meme
1jpmmd9,anthropic/claude-opus-4-6,C,C,C,A,correct,Wordplay,Social conventions
1j0k484,anthropic/claude-opus-4-6,D,D,D,B,correct,Wordplay,Technical
1jtq5lb,anthropic/claude-opus-4-6,INVALID,,B,D,invalid,Wordplay,General knowledge
1lbduvg,anthropic/claude-opus-4-6,D,D,D,A,correct,Comparison,Hobby
1g41h0e,anthropic/claude-opus-4-6,D,D,D,A,correct,Surprise,Technical
1kjzqgk,anthropic/claude-opus-4-6,D,D,D,A,correct,Situational,Hobby
1mxibps,anthropic/claude-opus-4-6,B,B,B,A,correct,Comparison,Pop culture
1c4n4xd,anthropic/claude-opus-4-6,B,B,B,A,correct,Situational,Logical
1m4ns1d,anthropic/claude-opus-4-6,B,B,B,D,correct,Comparison,Technical
1ljwpph,anthropic/claude-opus-4-6,A,A,A,D,correct,Wordplay,General knowledge
1kczb4x,anthropic/claude-opus-4-6,C,C,C,A,correct,Exaggeration,Social conventions
1mcgb86,anthropic/claude-opus-4-6,A,A,C,UNKNOWN,wrong_literal_unknown,Situational,Social conventions
1i7iklj,anthropic/claude-opus-4-6,C,C,C,D,correct,Situational,Technical
18lkyqa,anthropic/claude-opus-4-6,C,C,C,B,correct,Exaggeration,Social conventions
1kmjd7k,anthropic/claude-opus-4-6,B,B,B,D,correct,Incongruity,Pop culture
1j6w01m,anthropic/claude-opus-4-6,A,A,A,C,correct,Situational,Technical
1itmj5l,anthropic/claude-opus-4-6,C,C,B,A,other_distractor,Situational,Technical
1d11llv,anthropic/claude-opus-4-6,D,D,D,A,correct,Situational,Social conventions
1dap4il,anthropic/claude-opus-4-6,A,A,A,C,correct,Dark Humor,Pop culture
1mcy7yd,anthropic/claude-opus-4-6,A,A,A,D,correct,Comparison,Social conventions
1g2fiqh,anthropic/claude-opus-4-6,C,C,C,D,correct,Situational,meme
1itwe3y,anthropic/claude-opus-4-6,D,D,D,A,correct,Situational,Technical
1l8fcur,anthropic/claude-opus-4-6,D,D,A,C,other_distractor,Dark Humor,Social conventions
1jbg4m6,anthropic/claude-opus-4-6,B,B,B,A,correct,Situational,Hobby
1lc0zi5,anthropic/claude-opus-4-6,B,B,B,C,correct,Exaggeration,Technical
1lyfboo,anthropic/claude-opus-4-6,D,D,D,C,correct,Situational,Pop culture
1dhtsjq,anthropic/claude-opus-4-6,A,A,A,B,correct,Exaggeration,Pop culture
1k60lga,anthropic/claude-opus-4-6,D,D,D,C,correct,Dark Humor,Social conventions
1hevxkv,anthropic/claude-opus-4-6,B,B,D,C,other_distractor,Surprise,Social conventions
1jkt7ig,anthropic/claude-opus-4-6,C,C,C,A,correct,Exaggeration,Social conventions
1irf9u4,anthropic/claude-opus-4-6,C,C,C,D,correct,Situational,meme
1m8nhhl,anthropic/claude-opus-4-6,B,B,B,D,correct,Situational,Social conventions
1m015wk,anthropic/claude-opus-4-6,C,C,C,A,correct,Comparison,Social conventions
1lv6b82,anthropic/claude-opus-4-6,A,A,A,D,correct,Situational,Social conventions
1ieb7j3,anthropic/claude-opus-4-6,D,D,D,C,correct,Surprise,meme
1d9ip08,anthropic/claude-opus-4-6,A,A,A,B,correct,Comparison,Hobby
1jy5h3e,anthropic/claude-opus-4-6,C,C,C,D,correct,Sarcasm/Irony,Technical
1kozyll,anthropic/claude-opus-4-6,D,D,D,B,correct,Comparison,Pop culture
1ic88xs,anthropic/claude-opus-4-6,D,D,B,C,other_distractor,Surprise,Logical
1jhad2m,anthropic/claude-opus-4-6,B,B,A,D,other_distractor,Incongruity,Hobby
1bhaz0e,anthropic/claude-opus-4-6,C,C,C,A,correct,Dark Humor,politics
1ka6jiq,anthropic/claude-opus-4-6,C,C,C,D,correct,Exaggeration,Social conventions
1i6a88o,anthropic/claude-opus-4-6,A,A,A,D,correct,Sarcasm/Irony,meme
188hmpb,anthropic/claude-opus-4-6,D,D,B,C,other_distractor,Wordplay,General knowledge
1hudgc9,anthropic/claude-opus-4-6,D,D,A,B,other_distractor,Sarcasm/Irony,Hobby
1fq1qb9,anthropic/claude-opus-4-6,D,D,B,C,other_distractor,Wordplay,Logical
1lkox24,anthropic/claude-opus-4-6,B,B,B,D,correct,Exaggeration,Pop culture
1hdbees,anthropic/claude-opus-4-6,B,B,D,B,literal,Wordplay,Technical
15upbjf,anthropic/claude-opus-4-6,D,D,D,A,correct,Incongruity,Technical
1e3q5dd,anthropic/claude-opus-4-6,A,A,A,B,correct,Comparison,meme
1hph3za,anthropic/claude-opus-4-6,D,D,D,A,correct,Incongruity,meme
1bazqft,anthropic/claude-opus-4-6,B,B,B,D,correct,Wordplay,History/Mythology
16uuwk3,anthropic/claude-opus-4-6,D,D,D,A,correct,Sarcasm/Irony,meme
1m61khr,anthropic/claude-opus-4-6,D,D,A,B,other_distractor,Dark Humor,History/Mythology
1muan3i,anthropic/claude-opus-4-6,C,C,C,A,correct,Surprise,General knowledge
1g8raiu,anthropic/claude-opus-4-6,D,D,D,B,correct,Incongruity,meme
16h1wrg,anthropic/claude-opus-4-6,B,B,B,A,correct,Wordplay,Technical
1d0nows,anthropic/claude-opus-4-6,C,C,A,B,other_distractor,Dark Humor,Pop culture
16zvi3l,anthropic/claude-opus-4-6,D,D,A,C,other_distractor,Surprise,Pop culture
1fcm1zb,anthropic/claude-opus-4-6,A,A,A,C,correct,Wordplay,Social conventions
1l0pn3b,anthropic/claude-opus-4-6,B,B,B,C,correct,Exaggeration,Social conventions
193it8r,anthropic/claude-opus-4-6,B,B,B,A,correct,Surprise,History/Mythology
1dk358k,anthropic/claude-opus-4-6,B,B,D,A,other_distractor,Wordplay,Pop culture
1ixuiml,anthropic/claude-opus-4-6,B,B,B,D,correct,Surprise,Social conventions
1hh0vwh,anthropic/claude-opus-4-6,C,C,B,D,other_distractor,Wordplay,General knowledge
15a2flm,anthropic/claude-opus-4-6,D,D,D,C,correct,Dark Humor,General knowledge
1jd57jt,anthropic/claude-opus-4-6,C,C,C,A,correct,Sarcasm/Irony,Hobby
1eerszi,anthropic/claude-opus-4-6,A,A,A,D,correct,Incongruity,Pop culture
1ex2gnv,anthropic/claude-opus-4-6,D,D,D,A,correct,Incongruity,meme
1n6ohcl,anthropic/claude-opus-4-6,B,B,A,C,other_distractor,Sarcasm/Irony,Technical
1kc6xta,anthropic/claude-opus-4-6,C,C,C,B,correct,Comparison,meme
1mk8rnt,anthropic/claude-opus-4-6,A,A,A,D,correct,Dark Humor,Pop culture
1bojwn9,anthropic/claude-opus-4-6,D,D,D,B,correct,Incongruity,Social conventions
1m68ug3,anthropic/claude-opus-4-6,C,C,B,A,other_distractor,Exaggeration,History/Mythology
1aqy5m7,anthropic/claude-opus-4-6,B,B,A,B,literal,Incongruity,General knowledge
1jg3hi7,anthropic/claude-opus-4-6,B,B,B,D,correct,Incongruity,Pop culture
1isy4zt,anthropic/claude-opus-4-6,D,D,D,C,correct,Wordplay,General knowledge
19egkxy,anthropic/claude-opus-4-6,B,B,C,D,other_distractor,Comparison,Logical
1gboomw,anthropic/claude-opus-4-6,D,D,D,C,correct,Dark Humor,Technical
1jjvw9a,anthropic/claude-opus-4-6,A,A,A,C,correct,Sarcasm/Irony,History/Mythology
1kcxst1,anthropic/claude-opus-4-6,C,C,B,D,other_distractor,Surprise,History/Mythology
1jj9t5b,anthropic/claude-opus-4-6,A,A,A,B,correct,Dark Humor,General knowledge
1jaf822,anthropic/claude-opus-4-6,A,A,A,D,correct,Surprise,Technical
1k9sq1s,anthropic/claude-opus-4-6,A,A,A,C,correct,Dark Humor,General knowledge
1jm74by,anthropic/claude-opus-4-6,C,C,C,D,correct,Comparison,General knowledge
1cvso6z,anthropic/claude-opus-4-6,A,A,A,B,correct,Wordplay,meme
1efztwz,anthropic/claude-opus-4-6,A,A,A,C,correct,Wordplay,Social conventions
1lfy05f,anthropic/claude-opus-4-6,B,B,B,C,correct,Sarcasm/Irony,General knowledge
15oof8t,anthropic/claude-opus-4-6,C,C,C,D,correct,Incongruity,meme
1e8xy5s,anthropic/claude-opus-4-6,D,D,D,B,correct,Dark Humor,Social conventions
1918ki4,anthropic/claude-opus-4-6,A,A,A,D,correct,Dark Humor,Social conventions
1ap3qmt,anthropic/claude-opus-4-6,C,C,C,B,correct,Incongruity,Pop culture
1d670z1,anthropic/claude-opus-4-6,A,A,A,C,correct,Wordplay,General knowledge
1aexlbt,anthropic/claude-opus-4-6,B,B,C,D,other_distractor,Wordplay,Technical
1m5qq8q,anthropic/claude-opus-4-6,B,B,D,B,literal,Comparison,Pop culture
1moj7hc,anthropic/claude-opus-4-6,D,D,D,C,correct,Dark Humor,History/Mythology
174k7i0,anthropic/claude-opus-4-6,A,A,A,D,correct,Incongruity,Technical
1lqpazn,anthropic/claude-opus-4-6,B,B,B,C,correct,Surprise,History/Mythology
1ms7hs4,anthropic/claude-opus-4-6,B,B,B,A,correct,Dark Humor,Technical
1j7mzha,anthropic/claude-opus-4-6,B,B,B,D,correct,Dark Humor,History/Mythology
1i6ymv5,anthropic/claude-opus-4-6,C,C,A,D,other_distractor,Sarcasm/Irony,Social conventions
1h9qk3m,anthropic/claude-opus-4-6,D,D,B,C,other_distractor,Dark Humor,General knowledge
1jcvxw6,anthropic/claude-opus-4-6,C,C,C,B,correct,Dark Humor,General knowledge
18d37io,anthropic/claude-opus-4-6,B,B,B,C,correct,Wordplay,Logical
1iuuulu,anthropic/claude-opus-4-6,B,B,B,C,correct,Incongruity,Hobby
1jvfqgq,anthropic/claude-opus-4-6,B,B,B,A,correct,Dark Humor,politics
164v3oo,anthropic/claude-opus-4-6,C,C,C,B,correct,Surprise,Logical
1n68buk,anthropic/claude-opus-4-6,C,C,B,A,other_distractor,Exaggeration,Hobby
1lq3p3j,anthropic/claude-opus-4-6,D,D,D,C,correct,Dark Humor,Social conventions
1ip0ht2,anthropic/claude-opus-4-6,A,A,B,C,other_distractor,Exaggeration,Hobby
1khvtur,anthropic/claude-opus-4-6,B,B,B,C,correct,Exaggeration,Hobby
18ae5ry,anthropic/claude-opus-4-6,A,A,A,B,correct,Wordplay,General knowledge
1isa49u,anthropic/claude-opus-4-6,A,A,D,B,other_distractor,Wordplay,History/Mythology
1jvn2sr,anthropic/claude-opus-4-6,C,C,C,B,correct,Dark Humor,Technical
1eilsjt,anthropic/claude-opus-4-6,A,A,A,B,correct,Incongruity,General knowledge
1fjfblb,anthropic/claude-opus-4-6,D,D,C,A,other_distractor,Exaggeration,Pop culture
16k7baz,anthropic/claude-opus-4-6,D,D,A,C,other_distractor,Dark Humor,Social conventions
15gdv3c,anthropic/claude-opus-4-6,C,C,B,D,other_distractor,Dark Humor,General knowledge
1ajx3sn,anthropic/claude-opus-4-6,B,B,B,A,correct,Wordplay,Pop culture
1cynp2h,anthropic/claude-opus-4-6,D,D,A,C,other_distractor,Sarcasm/Irony,Pop culture
19bj5k2,anthropic/claude-opus-4-6,D,D,A,C,other_distractor,Sarcasm/Irony,General knowledge
1l79lv3,anthropic/claude-opus-4-6,D,D,D,B,correct,Dark Humor,Hobby
16db363,anthropic/claude-opus-4-6,C,C,C,A,correct,Sarcasm/Irony,Pop culture
16l57ay,anthropic/claude-opus-4-6,D,D,B,A,other_distractor,Wordplay,History/Mythology
1df3nh8,anthropic/claude-opus-4-6,D,D,D,B,correct,Dark Humor,History/Mythology
1haf45x,anthropic/claude-opus-4-6,C,C,C,B,correct,Sarcasm/Irony,General knowledge
1fzh8sa,anthropic/claude-opus-4-6,C,C,C,A,correct,Sarcasm/Irony,Pop culture
1ijv4xn,anthropic/claude-opus-4-6,A,A,A,B,correct,Wordplay,General knowledge
